web-scraper-order,web-scraper-start-url,monsterName,paginationLinks,paginationLinks-href,activeName2,activeDescription2,monsterId,leaderName,leaderDescription,attribute,race,star,monsterLink,monsterLink-href,activeName,activeDescription
"1556372209-4572","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","薩麥爾","1101-1150","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921101-1150","<img src=""https://vignette.wikia.nocookie.net/tos/images/5/59/1105i.png/revision/latest/scale-to-width-down/40?cb=20160314074947&amp;path-prefix=zh"" 	 alt=""1105i""  	class="""" 	 	data-image-key=""1105i.png"" 	data-image-name=""1105i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/5/59/1105i.png/revision/latest/scale-to-width-down/40?cb=20160314074947&amp;path-prefix=zh"" 	 alt=""1105i""  	class="""" 	 	data-image-key=""1105i.png"" 	data-image-name=""1105i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/7/72/258i.png/revision/latest/scale-to-width-down/40?cb=20140618183704&amp;path-prefix=zh"" 	 alt=""258i""  	class="""" 	 	data-image-key=""258i.png"" 	data-image-name=""258i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e7/266i.png/revision/latest/scale-to-width-down/40?cb=20140618184920&amp;path-prefix=zh"" 	 alt=""266i""  	class="""" 	 	data-image-key=""266i.png"" 	data-image-name=""266i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/22/263i.png/revision/latest/scale-to-width-down/40?cb=20140618184902&amp;path-prefix=zh"" 	 alt=""263i""  	class="""" 	 	data-image-key=""263i.png"" 	data-image-name=""263i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/3b/386i.png/revision/latest/scale-to-width-down/40?cb=20140618195818&amp;path-prefix=zh"" 	 alt=""386i""  	class="""" 	 	data-image-key=""386i.png"" 	data-image-name=""386i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0d/387i.png/revision/latest/scale-to-width-down/40?cb=20140618200120&amp;path-prefix=zh"" 	 alt=""387i""  	class="""" 	 	data-image-key=""387i.png"" 	data-image-name=""387i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/4/44/1106i.png/revision/latest/scale-to-width-down/40?cb=20160314074947&amp;path-prefix=zh"" 	 alt=""1106i""  	class="""" 	 	data-image-key=""1106i.png"" 	data-image-name=""1106i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1105","無影幻像 ‧ 木","無影幻像 ‧ 木
木屬性攻擊力 2 倍，每回合場上數量最多的 1 種屬性符石兼具 50% 木符石效果 (可疊加)，如場上數量最多的 1 種屬性符石為木符石時，則兼具效果變為木屬性攻擊力提升 1.4 倍 (可疊加)","木","魔族","5★","薩麥爾","https://tos.fandom.com/zh/wiki/%E8%96%A9%E9%BA%A5%E7%88%BE","元素歸一 ‧ 木","元素歸一 ‧ 木
1 回合內，消除符石的種類愈多，木屬性攻擊力提升愈多，最大提升至 2.2 倍"
"1556372239-4758","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","飛蓬轉世 ‧ 景天","901-950","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92901-950","<img src=""https://vignette.wikia.nocookie.net/tos/images/e/e5/905i.png/revision/latest/scale-to-width-down/40?cb=20150720120845&amp;path-prefix=zh"" 	 alt=""905i""  	class="""" 	 	data-image-key=""905i.png"" 	data-image-name=""905i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/e/e5/905i.png/revision/latest/scale-to-width-down/40?cb=20150720120845&amp;path-prefix=zh"" 	 alt=""905i""  	class="""" 	 	data-image-key=""905i.png"" 	data-image-name=""905i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/d/d1/906i.png/revision/latest/scale-to-width-down/40?cb=20150720120845&amp;path-prefix=zh"" 	 alt=""906i""  	class="""" 	 	data-image-key=""906i.png"" 	data-image-name=""906i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","906","藤木萬鈞之怒","藤木萬鈞之怒
木屬性攻擊力 4 倍","木","人類","6★","飛蓬轉世 ‧ 景天","https://tos.fandom.com/zh/wiki/%E9%A3%9B%E8%93%AC%E8%BD%89%E4%B8%96_%E2%80%A7_%E6%99%AF%E5%A4%A9","繡口錦心咒","繡口錦心咒
1 回合內，人類攻擊力 1.5 倍"
"1556372163-4211","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","叛逆帝王 ‧ 莫德雷德","1451-1500","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921451-1500","","","1462","浪濤怒嘯","浪濤怒嘯
水屬性攻擊力 3.5 倍","水","人類","7★","叛逆帝王 ‧ 莫德雷德","https://tos.fandom.com/zh/wiki/%E5%8F%9B%E9%80%86%E5%B8%9D%E7%8E%8B_%E2%80%A7_%E8%8E%AB%E5%BE%B7%E9%9B%B7%E5%BE%B7","傲浪之濤","傲浪之濤
水符石轉化為人族符石；2 回合內，每回合扣除 30% 總生命力，水屬性攻擊力 2.25 倍，若技能發動時隊伍回復為 0 時，則不會每回合扣除生命力"
"1556372080-3592","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","戀慕瀰漫 ‧ 薔薇(動態造型)","S51-S100","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S51-S100","<img src=""https://vignette.wikia.nocookie.net/tos/images/5/53/1609i.png/revision/latest/scale-to-width-down/40?cb=20171026180521&amp;path-prefix=zh"" 	 alt=""1609i""  	class="""" 	 	data-image-key=""1609i.png"" 	data-image-name=""1609i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/5/53/1609i.png/revision/latest/scale-to-width-down/40?cb=20171026180521&amp;path-prefix=zh"" 	 alt=""1609i""  	class="""" 	 	data-image-key=""1609i.png"" 	data-image-name=""1609i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/b/b2/6099i.png/revision/latest/scale-to-width-down/40?cb=20180710121522&amp;path-prefix=zh"" 	 alt=""6099i""  	class="""" 	 	data-image-key=""6099i.png"" 	data-image-name=""6099i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","6099","魅豔之刺","魅豔之刺
妖精類攻擊力 4.5 倍，心符石兼具 25% 所有屬性符石效果 (可疊加)","暗","妖精類","6★","戀慕瀰漫 ‧ 薔薇(動態造型)","https://tos.fandom.com/zh/wiki/%E6%88%80%E6%85%95%E7%80%B0%E6%BC%AB_%E2%80%A7_%E8%96%94%E8%96%87(%E5%8B%95%E6%85%8B%E9%80%A0%E5%9E%8B)","如一之靈","如一之靈
點選一橫行的符石，並將該橫行的符石轉化為心強化符石；1 回合內，妖精類攻擊力 2 倍"
"1556372222-4699","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","食夢貘德魯依 ‧ 蘇瑪塔","1001-1050","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921001-1050","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/95/1039i.png/revision/latest/scale-to-width-down/40?cb=20151116122926&amp;path-prefix=zh"" 	 alt=""1039i""  	class="""" 	 	data-image-key=""1039i.png"" 	data-image-name=""1039i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/95/1039i.png/revision/latest/scale-to-width-down/40?cb=20151116122926&amp;path-prefix=zh"" 	 alt=""1039i""  	class="""" 	 	data-image-key=""1039i.png"" 	data-image-name=""1039i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/17/1040i.png/revision/latest/scale-to-width-down/40?cb=20151116122926&amp;path-prefix=zh"" 	 alt=""1040i""  	class="""" 	 	data-image-key=""1040i.png"" 	data-image-name=""1040i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1040","百獸同盟","百獸同盟
隊伍中只有獸類成員時，全隊攻擊力 4.5 倍","暗","獸類","6★","食夢貘德魯依 ‧ 蘇瑪塔","https://tos.fandom.com/zh/wiki/%E9%A3%9F%E5%A4%A2%E8%B2%98%E5%BE%B7%E9%AD%AF%E4%BE%9D_%E2%80%A7_%E8%98%87%E7%91%AA%E5%A1%94","蝕夢之靈","蝕夢之靈
1 回合內，沒有消除心符石，全隊攻擊力 2 倍；反之，全隊攻擊力 1.5 倍"
"1556372060-3420","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","燃熠比翼 ‧ 迦樓羅(動態造型)","S201-S250","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S201-S250","","","6209","獸類萬鈞之怒","獸類萬鈞之怒
獸類攻擊力 4 倍","火","獸類","6★","燃熠比翼 ‧ 迦樓羅(動態造型)","https://tos.fandom.com/zh/wiki/%E7%87%83%E7%86%A0%E6%AF%94%E7%BF%BC_%E2%80%A7_%E8%BF%A6%E6%A8%93%E7%BE%85(%E5%8B%95%E6%85%8B%E9%80%A0%E5%9E%8B)","燄鳥振翅","燄鳥振翅
1 回合內，延長移動符石時間至 10 秒及火屬性攻擊力 1.5 倍，場上有其他附加效果時，火屬性獸類攻擊力則提升至 3 倍"
"1556372115-3828","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","斬毀屏障 ‧ 魔式幻兵","1851-1900","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921851-1900","再三大爆發 ‧ 元素擴散","再三大爆發 ‧ 元素擴散
連續引爆最底 2 橫行符石 3 次造成敵方全體無屬性傷害，並掉落強化符石；1 回合內，所有屬性符石兼具水、火及木符石效果","1881","木之震怒","木之震怒
木屬性攻擊力 3 倍","木","機械族","6★","斬毀屏障 ‧ 魔式幻兵","https://tos.fandom.com/zh/wiki/%E6%96%AC%E6%AF%80%E5%B1%8F%E9%9A%9C_%E2%80%A7_%E9%AD%94%E5%BC%8F%E5%B9%BB%E5%85%B5","執行 ‧ 攻回指令","執行 ‧ 攻回指令
1 回合內，每首批消除 1 組水、火或木符石時，個人追打自身攻擊力 2 倍的隨機屬性攻擊 1 次；每首批消除 1 組光或暗符石時，回復 3000 點生命力"
"1556372209-4568","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","阿撒茲勒","1101-1150","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921101-1150","<img src=""https://vignette.wikia.nocookie.net/tos/images/7/77/1101i.png/revision/latest/scale-to-width-down/40?cb=20160314074946&amp;path-prefix=zh"" 	 alt=""1101i""  	class="""" 	 	data-image-key=""1101i.png"" 	data-image-name=""1101i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/7/77/1101i.png/revision/latest/scale-to-width-down/40?cb=20160314074946&amp;path-prefix=zh"" 	 alt=""1101i""  	class="""" 	 	data-image-key=""1101i.png"" 	data-image-name=""1101i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f7/256i.png/revision/latest/scale-to-width-down/40?cb=20140618183651&amp;path-prefix=zh"" 	 alt=""256i""  	class="""" 	 	data-image-key=""256i.png"" 	data-image-name=""256i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e7/266i.png/revision/latest/scale-to-width-down/40?cb=20140618184920&amp;path-prefix=zh"" 	 alt=""266i""  	class="""" 	 	data-image-key=""266i.png"" 	data-image-name=""266i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/22/263i.png/revision/latest/scale-to-width-down/40?cb=20140618184902&amp;path-prefix=zh"" 	 alt=""263i""  	class="""" 	 	data-image-key=""263i.png"" 	data-image-name=""263i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/3b/386i.png/revision/latest/scale-to-width-down/40?cb=20140618195818&amp;path-prefix=zh"" 	 alt=""386i""  	class="""" 	 	data-image-key=""386i.png"" 	data-image-name=""386i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0d/387i.png/revision/latest/scale-to-width-down/40?cb=20140618200120&amp;path-prefix=zh"" 	 alt=""387i""  	class="""" 	 	data-image-key=""387i.png"" 	data-image-name=""387i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/d/d1/1102i.png/revision/latest/scale-to-width-down/40?cb=20160314074946&amp;path-prefix=zh"" 	 alt=""1102i""  	class="""" 	 	data-image-key=""1102i.png"" 	data-image-name=""1102i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1101","無影幻像 ‧ 水","無影幻像 ‧ 水
水屬性攻擊力 2 倍，每回合場上數量最多的 1 種屬性符石兼具 50% 水符石效果 (可疊加)，如場上數量最多的 1 種屬性符石為水符石時，則兼具效果變為水屬性攻擊力提升 1.4 倍 (可疊加)","水","魔族","5★","阿撒茲勒","https://tos.fandom.com/zh/wiki/%E9%98%BF%E6%92%92%E5%85%B9%E5%8B%92","元素歸一 ‧ 水","元素歸一 ‧ 水
1 回合內，消除符石的種類愈多，水屬性攻擊力提升愈多，最大提升至 2.2 倍"
"1556372157-4148","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","炎令布偶","1501-1550","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921501-1550","","","1502","炎之怒","炎之怒
火屬性攻擊力 2 倍","火","魔族","3★","炎令布偶","https://tos.fandom.com/zh/wiki/%E7%82%8E%E4%BB%A4%E5%B8%83%E5%81%B6","蛾龍天劫","蛾龍天劫
心符石轉化為火符石。1 回合內，將龍類、獸類及魔族的攻擊力加入自身攻擊力"
"1556372239-4787","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","槐妖老大 ‧ 槐米","901-950","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92901-950","<img src=""https://vignette.wikia.nocookie.net/tos/images/2/21/934i.png/revision/latest/scale-to-width-down/40?cb=20150720121033&amp;path-prefix=zh"" 	 alt=""934i""  	class="""" 	 	data-image-key=""934i.png"" 	data-image-name=""934i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/2/21/934i.png/revision/latest/scale-to-width-down/40?cb=20150720121033&amp;path-prefix=zh"" 	 alt=""934i""  	class="""" 	 	data-image-key=""934i.png"" 	data-image-name=""934i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/30/935i.png/revision/latest/scale-to-width-down/40?cb=20150720121033&amp;path-prefix=zh"" 	 alt=""935i""  	class="""" 	 	data-image-key=""935i.png"" 	data-image-name=""935i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","935","邪之怒","邪之怒
暗屬性攻擊力 2 倍","暗","獸類","3★","槐妖老大 ‧ 槐米","https://tos.fandom.com/zh/wiki/%E6%A7%90%E5%A6%96%E8%80%81%E5%A4%A7_%E2%80%A7_%E6%A7%90%E7%B1%B3","天魔往生訣","天魔往生訣
我方回復力減至 0，同時必然延長移動符石時間 1 秒 (效果會在再次發動此技能或死亡後消失)"
"1556372060-3430","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","地獄公爵 ‧ 巴尼爾(動態造型)","S201-S250","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S201-S250","","","6219","負面情感吞食","負面情感吞食
暗屬性攻擊力 3 倍，所有成員對人類目標攻擊力提升 2 倍","暗","魔族","6★","地獄公爵 ‧ 巴尼爾(動態造型)","https://tos.fandom.com/zh/wiki/%E5%9C%B0%E7%8D%84%E5%85%AC%E7%88%B5_%E2%80%A7_%E5%B7%B4%E5%B0%BC%E7%88%BE(%E5%8B%95%E6%85%8B%E9%80%A0%E5%9E%8B)","巴尼爾式殺人光線","巴尼爾式殺人光線
將 6 粒符石轉化為暗魔族符石 (暗及心以外符石優先轉換)；對單一敵人造成 80000 點火屬性傷害，此傷害無視防禦力"
"1556372183-4378","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","蛙躍爆彈 ‧ 伊奇多","1301-1350","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921301-1350","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/96/626i.png/revision/latest/scale-to-width-down/40?cb=20140825144305&amp;path-prefix=zh"" 	 alt=""626i""  	class="""" 	 	data-image-key=""626i.png"" 	data-image-name=""626i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/96/626i.png/revision/latest/scale-to-width-down/40?cb=20140825144305&amp;path-prefix=zh"" 	 alt=""626i""  	class="""" 	 	data-image-key=""626i.png"" 	data-image-name=""626i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/9/91/1322i.png/revision/latest/scale-to-width-down/40?cb=20180707023908&amp;path-prefix=zh"" 	 alt=""1322i""  	class="""" 	 	data-image-key=""1322i.png"" 	data-image-name=""1322i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1322","燄影結界 ‧ 獸","燄影結界 ‧ 獸
獸類攻擊力 4.5 倍；火符石兼具其他屬性符石效果，每個獸類成員提升 12.5% 效果，最高 75% (效果可以疊加)","火","獸類","6★","蛙躍爆彈 ‧ 伊奇多","https://tos.fandom.com/zh/wiki/%E8%9B%99%E8%BA%8D%E7%88%86%E5%BD%88_%E2%80%A7_%E4%BC%8A%E5%A5%87%E5%A4%9A","燄之結界 ‧ 強","燄之結界 ‧ 強
敵方全體點燃，使受影響目標無法行動並轉為火屬性，持續 3 回合。效果持續期間火屬性攻擊力 1.5 倍"
"1556372109-3763","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","魔法的原始碼 ‧ Android","1901-1950","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921901-1950","","","1908","沒有技能","沒有技能
沒有技能","木","機械族","5★","魔法的原始碼 ‧ Android","https://tos.fandom.com/zh/wiki/%E9%AD%94%E6%B3%95%E7%9A%84%E5%8E%9F%E5%A7%8B%E7%A2%BC_%E2%80%A7_Android","機械零件 ‧ 木","機械零件 ‧ 木
隨機將 3 粒木符石轉化為機械族強化符石"
"1556372170-4278","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","天照","1401-1450","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921401-1450","<img src=""https://vignette.wikia.nocookie.net/tos/images/e/ee/1426i.png/revision/latest/scale-to-width-down/40?cb=20170206111337&amp;path-prefix=zh"" 	 alt=""1426i""  	class="""" 	 	data-image-key=""1426i.png"" 	data-image-name=""1426i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/e/ee/1426i.png/revision/latest/scale-to-width-down/40?cb=20170206111337&amp;path-prefix=zh"" 	 alt=""1426i""  	class="""" 	 	data-image-key=""1426i.png"" 	data-image-name=""1426i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/eb/252i.png/revision/latest/scale-to-width-down/40?cb=20140618183601&amp;path-prefix=zh"" 	 alt=""252i""  	class="""" 	 	data-image-key=""252i.png"" 	data-image-name=""252i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/4/40/257i.png/revision/latest/scale-to-width-down/40?cb=20140618183659&amp;path-prefix=zh"" 	 alt=""257i""  	class="""" 	 	data-image-key=""257i.png"" 	data-image-name=""257i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5a/265i.png/revision/latest/scale-to-width-down/40?cb=20140618184916&amp;path-prefix=zh"" 	 alt=""265i""  	class="""" 	 	data-image-key=""265i.png"" 	data-image-name=""265i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e7/266i.png/revision/latest/scale-to-width-down/40?cb=20140618184920&amp;path-prefix=zh"" 	 alt=""266i""  	class="""" 	 	data-image-key=""266i.png"" 	data-image-name=""266i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/22/263i.png/revision/latest/scale-to-width-down/40?cb=20140618184902&amp;path-prefix=zh"" 	 alt=""263i""  	class="""" 	 	data-image-key=""263i.png"" 	data-image-name=""263i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/89/1427i.png/revision/latest/scale-to-width-down/40?cb=20170206111338&amp;path-prefix=zh"" 	 alt=""1427i""  	class="""" 	 	data-image-key=""1427i.png"" 	data-image-name=""1427i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1426","燄神咒術","燄神咒術
火屬性及神族攻擊力 4.5 倍，火符石兼具 50% 其他屬性符石效果 (效果可以疊加)；消除一種符石達 15 粒或以上時，全隊攻擊力額外提升 2.5 倍","火","神族","5★","天照","https://tos.fandom.com/zh/wiki/%E5%A4%A9%E7%85%A7","神權八咫鏡","神權八咫鏡
將所有符石轉化為神族符石；1 回合內，吸收本回合敵人首次攻擊傷害，並以所吸收攻擊力的 5 倍對其進行火屬性反擊，此傷害無視防禦力"
